indx,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
2237,journal of nanomaterials,1687-4129,3949,1903,2.075144509,0.465,2015
2238,journal of nanoparticle research,1572-896X,8839,3026,2.921017845,0.715,2015
2239,journal of nanoscience and nanotechnology,1533-4880,6216,5878,1.057502552,0.199,2015
2240,journal of nanoscience and nanotechnology,1533-4899,6216,5878,1.057502552,0.199,2015
2241,journal of nanotechnology,1687-9511,353,225,1.568888889,0.327,2015
2242,journal of natural medicines,1861-0293,918,485,1.892783505,0.415,2015
2243,journal of natural products,0163-3864,7014,1861,3.768941429,0.986,2015
2244,journal of naval architecture and marine engineering,2070-8998,32,54,0.592592593,0.096,2015
2245,journal of negative results in biomedicine,1477-5751,101,72,1.402777778,0.284,2015
2246,journal of nepal medical association,0028-2715,130,184,0.706521739,0.12,2015
2247,journal of nepal medical association,1815-672X,130,184,0.706521739,0.12,2015
2248,journal of nepal paediatric society,1990-7982,39,85,0.458823529,0.07,2015
2249,journal of nephrology,1724-6059,1187,641,1.851794072,0.403,2015
2250,journal of network and systems management,1573-7705,141,127,1.11023622,0.212,2015
2251,journal of networks,1796-2056,748,939,0.796592119,0.14,2015
2252,journal of neural transmission,1435-1463,2576,853,3.01992966,0.746,2015
2253,journal of neurodevelopmental disorders,1866-1947,705,160,4.40625,1.2,2015
2254,journal of neurodevelopmental disorders,1866-1955,705,160,4.40625,1.2,2015
2255,journal of neuroengineering and rehabilitation,1743-0003,2517,503,5.003976143,1.408,2015
2256,journal of neuroimmune pharmacology,1557-1904,1370,367,3.732970027,0.974,2015
2257,journal of neuroinflammation,1742-2094,5612,925,6.067027027,1.794,2015
2258,journal of neurology,1432-1459,5837,1967,2.967463142,0.73,2015
2259,journal of neurosciences in rural practice,0976-3155,323,343,0.941690962,0.172,2015
2260,journal of neurovirology,1538-2443,920,312,2.948717949,0.724,2015
2261,journal of next generation information technology,2092-8637,48,106,0.452830189,0.069,2015
2262,journal of next generation information technology,2233-9388,48,106,0.452830189,0.069,2015
2263,journal of nondestructive evaluation,1573-4862,308,188,1.638297872,0.346,2015
2264,journal of nonlinear science,1432-1467,385,150,2.566666667,0.608,2015
2265,journal of nonverbal behavior,1573-3653,316,110,2.872727273,0.701,2015
2266,journal of nuclear cardiology,1532-6551,1534,639,2.400625978,0.559,2015
2267,journal of nuclear science and technology,1881-1248,890,670,1.328358209,0.266,2015
2268,journal of nucleic acids,2090-021X,560,184,3.043478261,0.753,2015
2269,journal of nucleic acids investigation,2035-6005,21,27,0.777777778,0.135,2015
2270,journal of nutrition and metabolism,2090-0732,752,212,3.547169811,0.913,2015
2271,journal of obesity,2090-0716,1759,455,3.865934066,1.018,2015
2272,journal of occupational health,1348-9585,531,262,2.026717557,0.452,2015
2273,journal of occupational medicine and toxicology,1745-6673,351,163,2.153374233,0.488,2015
2274,journal of occupational rehabilitation,1573-3688,928,301,3.083056478,0.766,2015
2275,journal of ocean university of china,1993-5021,265,351,0.754985755,0.13,2015
2276,journal of official statistics,2001-7367,168,136,1.235294118,0.242,2015
2277,journal of oleo science,1347-3352,743,506,1.468379447,0.301,2015
2278,journal of oncology,1687-8469,1445,403,3.58560794,0.926,2015
2279,journal of ophthalmology,2090-004X,809,393,2.058524173,0.461,2015
2280,journal of ophthalmology,2090-0058,809,393,2.058524173,0.461,2015
2281,journal of optimization theory and applications,1573-2878,1521,823,1.848116646,0.402,2015
2282,journal of oral and maxillofacial pathology,1998-393X,516,368,1.402173913,0.284,2015
2283,journal of oral microbiology,2000-2297,359,85,4.223529412,1.138,2015
2284,journal of ornithology,2193-7206,1254,636,1.971698113,0.436,2015
2285,journal of orthopaedic surgery and research,1749-799X,881,359,2.454038997,0.575,2015
2286,journal of orthopaedics and traumatology,1590-9999,450,189,2.380952381,0.553,2015
2287,journal of osteoporosis,2042-0064,254,130,1.953846154,0.431,2015
2288,journal of ovarian research,1757-2215,875,298,2.936241611,0.72,2015
2289,journal of pain research,1178-7090,872,288,3.027777778,0.749,2015
2290,journal of paleolimnology,1573-0417,1231,466,2.641630901,0.63,2015
2291,journal of palliative care,0825-8597,198,155,1.277419355,0.253,2015
2293,journal of parasitology research,2090-0031,313,160,1.95625,0.432,2015
2294,journal of pathology informatics,2153-3539,517,217,2.382488479,0.554,2015
2295,journal of pediatric neurosciences,1998-3948,265,353,0.750708215,0.13,2015
2296,journal of pest science,1612-4766,960,313,3.067092652,0.761,2015
2297,journal of pesticide science,1349-0923,165,188,0.877659574,0.158,2015
2298,journal of pharmaceutical innovation,1939-8042,175,109,1.605504587,0.337,2015
2299,journal of pharmaceutical investigation,2093-6214,175,174,1.005747126,0.187,2015
2300,journal of pharmacokinetics and pharmacodynamics,1573-8744,484,230,2.104347826,0.474,2015
2301,journal of pharmacological sciences,1347-8648,1678,754,2.225464191,0.508,2015
2302,journal of pharmacology and pharmacotherapeutics,0976-5018,545,297,1.835016835,0.399,2015
2303,journal of pharmacy and bioallied sciences,0975-7406,798,448,1.78125,0.384,2015
2304,journal of pharmacy and pharmaceutical sciences,1482-1826,630,226,2.787610619,0.675,2015
2305,journal of pharmacy and pharmacology,2328-2150,2255,887,2.542277339,0.601,2015
2306,journal of phase equilibria and diffusion,1863-7345,264,302,0.874172185,0.157,2015
2307,journal of philosophical logic,1573-0433,249,170,1.464705882,0.3,2015
2308,journal of physical therapy science,0915-5287,2476,1244,1.990353698,0.442,2015
2309,journal of physiological anthropology,1880-6805,268,136,1.970588235,0.436,2015
2310,journal of physiology and biochemistry,1877-8755,813,351,2.316239316,0.534,2015
2311,journal of physiology and pharmacology,1899-1505,966,418,2.311004785,0.533,2015
2312,journal of physiotherapy,1836-9553,679,245,2.771428571,0.67,2015
2313,journal of plant biology,1867-0725,369,230,1.604347826,0.337,2015
2314,journal of plant diseases and protection,1861-3837,102,134,0.76119403,0.132,2015
2315,journal of plant growth regulation,1435-8107,890,310,2.870967742,0.7,2015
2316,journal of plant protection research,1899-007X,330,306,1.078431373,0.204,2015
2317,journal of plant research,1618-0860,859,378,2.272486772,0.522,2015
2318,journal of police and criminal psychology,1936-6469,107,65,1.646153846,0.348,2015
2319,journal of political ecology,1073-0451,20,9,2.222222222,0.507,2015
2320,journal of polymer research,1572-8935,2882,1198,2.405676127,0.56,2015
2321,journal of polymers and the environment,1572-8900,1274,501,2.542914172,0.601,2015
2322,journal of population ageing,1874-7876,92,67,1.373134328,0.277,2015
2323,journal of population economics,1432-1475,804,270,2.977777778,0.733,2015
2324,journal of population research,1835-9469,102,79,1.291139241,0.256,2015
2325,journal of porous materials,1573-4854,904,574,1.574912892,0.329,2015
2326,journal of postgraduate medicine,0022-3859,445,338,1.316568047,0.263,2015
2327,journal of postgraduate medicine,0972-2823,445,338,1.316568047,0.263,2015
2328,journal of poultry science,1349-0486,236,221,1.067873303,0.202,2015
2329,journal of pregnancy,2090-2735,476,148,3.216216216,0.808,2015
2330,journal of probability and statistics,1687-9538,102,127,0.803149606,0.141,2015
2331,journal of productivity analysis,1573-0441,611,222,2.752252252,0.664,2015
2332,journal of proteomics & bioinformatics,0974-276X,356,248,1.435483871,0.293,2015
2333,journal of psychiatry & neuroscience,1488-2434,1315,233,5.643776824,1.638,2015
2334,journal of psycholinguistic research,1573-6555,182,141,1.290780142,0.256,2015
2335,journal of psychopathology and behavioral assessment,1573-3505,886,285,3.10877193,0.774,2015
2336,journal of public health,1613-2238,1765,777,2.271557272,0.521,2015
2337,journal of quantitative criminology,1573-7799,627,139,4.510791367,1.236,2015
2338,journal of radiation research,0449-3060,1232,626,1.968051118,0.435,2015
2339,journal of radiation research,1349-9157,1232,626,1.968051118,0.435,2015
2340,journal of radioanalytical and nuclear chemistry,1588-2780,3043,2834,1.073747354,0.203,2015
2341,journal of radiology case reports,1943-0922,299,250,1.196,0.233,2015
2342,journal of real estate research,0896-5803,233,107,2.177570093,0.494,2015
2343,journal of regulatory economics,1573-0468,365,139,2.625899281,0.626,2015
2344,journal of rehabilitation research and development,0748-7711,1429,597,2.393634841,0.557,2015
2346,journal of reliable intelligent environments,2199-4676,,,,,2015
2347,journal of reproduction and development,1348-4400,830,455,1.824175824,0.396,2015
2348,journal of research and practice in information technology,1443-458X,48,55,0.872727273,0.157,2015
2349,journal of research in medical sciences,1735-1995,1290,928,1.390086207,0.281,2015
2350,journal of research in medical sciences,1735-7136,1290,928,1.390086207,0.281,2015
2351,journal of research of the national institute of standards and technology,1044-677X,126,99,1.272727273,0.252,2015
2352,journal of research of the national institute of standards and technology,2165-7254,126,99,1.272727273,0.252,2015
2353,journal of research practice,1712-851X,93,59,1.576271186,0.329,2015
2354,journal of risk and uncertainty,1573-0476,407,123,3.308943089,0.837,2015
2355,journal of robotic surgery,1863-2491,162,202,0.801980198,0.141,2015
2356,journal of robotics,1687-9619,147,100,1.47,0.302,2015
2357,journal of saudi chemical society,1319-6103,699,336,2.080357143,0.467,2015
2358,journal of scheduling,1099-1425,425,230,1.847826087,0.402,2015
2359,journal of science education and technology,1573-1839,742,318,2.333333333,0.539,2015
2360,journal of science teacher education,1573-1847,514,237,2.168776371,0.492,2015
2361,journal of scientific & industrial research,2223-2559,187,147,1.272108844,0.251,2015
2362,journal of scientific computing,1573-7691,1224,514,2.381322957,0.553,2015
2363,journal of scientific research,2070-0245,219,233,0.939914163,0.172,2015
2364,journal of seismology,1573-157X,438,250,1.752,0.376,2015
2365,journal of sensors,1687-725X,331,179,1.849162011,0.403,2015
2366,journal of sensors,1687-7268,331,179,1.849162011,0.403,2015
2367,journal of service science,1941-4722,72,54,1.333333333,0.267,2015
2368,journal of service science,1941-4730,72,54,1.333333333,0.267,2015
2369,journal of signal processing systems,1939-8115,2,1,2,0.444,2015
2370,journal of signal transduction,2090-1747,460,108,4.259259259,1.15,2015
2371,journal of social sciences,2305-9249,249,313,0.795527157,0.139,2015
2372,journal of social sciences,2305-9494,249,313,0.795527157,0.139,2015
2373,journal of software,1796-217X,1326,2034,0.651917404,0.108,2015
2374,journal of software engineering research and development,2195-1721,12,10,1.2,0.234,2015
2375,journal of soil and water conservation,1941-3300,797,575,1.386086957,0.28,2015
2376,journal of soils and sediments,1614-7480,2049,791,2.590391909,0.615,2015
2377,journal of solid state electrochemistry,1433-0768,3952,1655,2.387915408,0.555,2015
2378,journal of solution chemistry,1572-8927,954,675,1.413333333,0.287,2015
2379,journal of space weather and space climate,2115-7251,305,95,3.210526316,0.806,2015
2380,journal of spatial information science,1948-660X,172,47,3.659574468,0.95,2015
2381,journal of special education and rehabilitation,1857-663X,25,27,0.925925926,0.169,2015
2382,journal of sport and health science,2095-2546,257,113,2.274336283,0.522,2015
2384,journal of sports science and medicine,1303-2968,1187,517,2.295938104,0.528,2015
2385,journal of statistical physics,1572-9613,1720,1054,1.631878558,0.344,2015
2386,journal of statistical software,1548-7660,4938,413,11.95641646,4.213,2015
2387,journal of structural and functional genomics,1570-0267,176,102,1.725490196,0.369,2015
2388,journal of superconductivity and novel magnetism,1557-1947,1688,1534,1.100391134,0.21,2015
2389,journal of surfactants and detergents,1558-9293,826,442,1.868778281,0.408,2015
2390,journal of systematics and evolution,1759-6831,512,286,1.79020979,0.386,2015
2391,journal of systems chemistry,1759-2208,121,30,4.033333333,1.074,2015
2392,journal of the academy of marketing science,1552-7824,2621,237,11.05907173,3.819,2015
2393,journal of the american board of family medicine,1558-7118,1432,558,2.566308244,0.608,2015
2394,journal of the american heart association,1551-2916,3885,755,5.145695364,1.459,2015
2395,journal of the american heart association,2047-9980,3885,755,5.145695364,1.459,2015
2396,journal of the american society for mass spectrometry,1879-1123,3752,1150,3.262608696,0.822,2015
2397,journal of the association for information systems,1536-9323,329,42,7.833333333,2.475,2015
2399,journal of the brazilian chemical society,0103-5053,1703,1351,1.260547742,0.249,2015
2400,journal of the brazilian chemical society,1678-4790,1703,1351,1.260547742,0.249,2015
2401,journal of the brazilian society of mechanical sciences and engineering,1806-3691,234,280,0.835714286,0.148,2015
2402,journal of the canadian dental association,1488-2159,256,180,1.422222222,0.289,2015
2403,journal of the ceramic society of japan,1882-1022,812,793,1.023959647,0.191,2015
2404,journal of the chilean chemical society,0717-9707,324,443,0.731376975,0.125,2015
2405,journal of the chinese medical association,1726-4901,675,562,1.201067616,0.234,2015
2406,journal of the formosan medical association,0929-6646,1023,618,1.655339806,0.35,2015
2407,journal of the history of biology,1573-0387,125,98,1.275510204,0.252,2015
2408,journal of the international aids society,1758-2652,2358,948,2.487341772,0.584,2015
2409,journal of the international society of sports nutrition,1550-2783,749,286,2.618881119,0.624,2015
2410,journal of the iranian chemical society,1735-2428,919,632,1.454113924,0.298,2015
2411,journal of the japan petroleum institute,1349-273X,145,174,0.833333333,0.148,2015
2412,journal of the knowledge economy,1868-7873,278,133,2.090225564,0.47,2015
2413,journal of the korean physical society,1976-8524,1863,2503,0.744306832,0.128,2015
2414,journal of the medical library association,1536-5050,413,254,1.625984252,0.342,2015
2415,journal of the medical library association,1558-9439,413,254,1.625984252,0.342,2015
2416,journal of the meteorological society of japan,0026-1165,505,289,1.747404844,0.375,2015
2417,journal of the meteorological society of japan,2186-9057,505,289,1.747404844,0.375,2015
2418,journal of the operations research society of japan,1476-9360,26,45,0.577777778,0.093,2015
2419,journal of the royal college of physicians of edinburgh,2042-8189,284,242,1.173553719,0.227,2015
2420,journal of the serbian chemical society,1820-7421,724,650,1.113846154,0.213,2015
2421,journal of the south african institution of civil engineering,1021-2019,41,55,0.745454545,0.128,2015
